ID,EZI_ROAD_NAME,ROAD_NAME,ROAD_TYPE,AGE_LESS_THAN_15YRS_PCNT,AGE_15_24YRS_PCNT,AGE_25_44YRS_PCNT,AGE_45_64YRS_PCNT,AGE_18YRS_OVER_PCNT,AGE_65YRS_OVER_PCNT,SEO_PERSONS_PCNT,FC_COUPLE_NO_CHILDREN_PCNT,FC_COUPLE_WITH_CHILDREN_PCNT,FC_SINGLE_PARENT,CARS_ZERO_HH_PCNT,CARS_ONE_HH_PCNT,CARS_TWO_OR_MORE_HH_PCNT,DWELLING_SEP_HOUSE_PCNT,DWELLING_SEMID_RO_OR_TCE_H_TH_P,DWELLING_FLAT_UNIT_APART_PCNT,OCCUPATION_WHITE_COLLAR_PCNT,OCCUPATION_BLUE_COLLAR_PCNT,SEIFA,Commercial%,Industrial%,Residential%,Parkland%,Primary_Production%,Lq_Licenses,Intersection,Supermarket,primary_school,secondary_school,km_post,traffic_signal
9051,VICTORIA ROAD,VICTORIA,ROAD,0.15648855,0.125954198,0.232824427,0.332061069,0.790076336,0.152671756,0.926829268,0.539473684,0.342105263,0.171052632,0.04,0.24,0.64,1,0,0,0.540983607,0.352459016,915,0,0,0,0.94516851,0,0,non-Intersection,0,0,0,0,0
7073,SAVIGES ROAD,SAVIGES,ROAD,0.195744681,0.125531915,0.217021277,0.285106383,0.765957447,0.176595745,0.936956522,0.496453901,0.390070922,0.141843972,0.041176471,0.194117647,0.729411765,0.98255814,0,0,0.688372093,0.334883721,972,0,0,0,0,1,0,non-Intersection,0,0,0,1,0
399,WESTERN FREEWAY,WESTERN,FREEWAY,0.211538462,0.144230769,0.293269231,0.276442308,0.737980769,0.074519231,0.855421687,0.285714286,0.387755102,0.357142857,0.073825503,0.429530201,0.456375839,0.699346405,0.300653595,0,0.572289157,0.481927711,853,0,0,1,0,0,0,Intersection,0,0,0,1,1
5228,IRONMINE ROAD,IRONMINE,ROAD,0.221774194,0.052419355,0.181451613,0.330645161,0.774193548,0.213709677,0.853556485,0.419354839,0.35483871,0.129032258,0,0.170454545,0.795454545,1,0,0,0.678571429,0.380952381,938,0,0,0,0.999268938,0.000731062,0,non-Intersection,0,0,0,0,0
4914,HONE ROAD,HONE,ROAD,0.174216028,0.132404181,0.271777003,0.296167247,0.780487805,0.12543554,0.94265233,0.38961039,0.415584416,0.064935065,0,0.228571429,0.723809524,1,0,0,0.515873016,0.412698413,969,0,0,0,0.274816858,0.725183142,0,non-Intersection,0,0,0,0,0
6347,SINCLAIR STREET,SINCLAIR,STREET,0.166994106,0.119842829,0.237721022,0.263261297,0.801571709,0.212180747,0.910679612,0.408759124,0.357664234,0.204379562,0.048076923,0.423076923,0.495192308,0.911627907,0.074418605,0.013953488,0.613445378,0.394957983,946,0,0,0.897414241,0,0,0,non-Intersection,0,1,0,0,0
7364,LINTON-PIGGOREET ROAD,LINTON-PIGGOREET,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
1335,HAWKINS ROAD,HAWKINS,ROAD,0.24,0.148235294,0.188235294,0.310588235,0.701176471,0.112941176,0.916666667,0.310344828,0.49137931,0.129310345,0,0.104477612,0.835820896,0.976,0,0.024,0.548076923,0.370192308,1008,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
697,THOMSON-JORDAN ROAD,THOMSON-JORDAN,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955497081,0,0,non-Intersection,0,0,0,0,0
1312,OCONNOR ROAD,OCONNOR,ROAD,0.233276158,0.106346484,0.267581475,0.274442539,0.730703259,0.118353345,0.904273504,0.339622642,0.547169811,0.113207547,0,0.170212766,0.787234043,0.984375,0,0.015625,0.49270073,0.503649635,964,0,0,0.438419338,0,0.561580662,0,non-Intersection,0,0,0,0,0
2269,FOREST ROAD,FOREST,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0,1,0,0,non-Intersection,0,0,0,0,0
3495,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.117794486,0.062656642,0.15037594,0.280701754,0.862155388,0.388471178,0.849246231,0.633663366,0.267326733,0.128712871,0.058441558,0.38961039,0.512987013,0.952702703,0.047297297,0,0.689189189,0.297297297,1017,0.26053085,0,0.539318687,0,0.200150462,0,non-Intersection,0,0,0,1,0
873,BERRINGA ROAD,BERRINGA,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
1751,HARDING STREET,HARDING,STREET,0.16091954,0.11954023,0.232183908,0.291954023,0.786206897,0.195402299,0.896073903,0.385245902,0.409836066,0.18852459,0.01863354,0.291925466,0.652173913,0.98136646,0,0,0.586206897,0.408045977,912,0,0,1,0,0,1,Intersection,0,0,0,1,0
6161,GRANT STREET,GRANT,STREET,0.038348083,0.109144543,0.100294985,0.233038348,0.92920354,0.519174041,0.890804598,0.576923077,0.217948718,0.128205128,0.147058824,0.553921569,0.245098039,0.497536946,0.192118227,0.310344828,0.604395604,0.32967033,877,0.288547196,0,0.525869599,0,0,1,non-Intersection,0,0,0,0,0
2562,EVANS STREET,EVANS,STREET,0.182795699,0.069892473,0.182795699,0.315412186,0.783154122,0.249103943,0.929577465,0.483443709,0.38410596,0.119205298,0.057416268,0.368421053,0.535885167,0.906103286,0.0657277,0,0.712121212,0.303030303,1038,0,0,0.598999199,0.401000801,0,0,non-Intersection,0,0,0,0,0
1473,GEELONG ROAD,GEELONG,ROAD,0.318104907,0.113367174,0.226734349,0.230118443,0.634517766,0.111675127,0.932088285,0.299319728,0.646258503,0.074829932,0,0.082802548,0.891719745,1,0,0,0.629090909,0.378181818,1055,0,0,1,0,0,1,non-Intersection,0,0,0,1,0
2735,GELLIBRAND STREET,GELLIBRAND,STREET,0.085043988,0.052785924,0.181818182,0.33431085,0.891495601,0.346041056,0.903225806,0.602150538,0.11827957,0.23655914,0.034285714,0.474285714,0.457142857,1,0,0,0.573913043,0.408695652,833,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
9813,ALBON STREET,ALBON,STREET,0.130498534,0.080645161,0.162756598,0.326979472,0.851906158,0.299120235,0.896501458,0.597014925,0.233830846,0.144278607,0.029801325,0.347682119,0.579470199,1,0,0,0.578125,0.44140625,934,0,0,0.813745485,0.186254515,0,0,non-Intersection,0,0,0,0,0
5984,CORDUROY ROAD,CORDUROY,ROAD,0.209150327,0.104575163,0.235294118,0.300653595,0.758169935,0.150326797,0.949832776,0.436781609,0.505747126,0.08045977,0,0.202020202,0.797979798,1,0,0,0.597402597,0.331168831,1023,0,0,0.030563316,0,0.969436684,0,non-Intersection,0,0,0,1,0
3622,VISTA DRIVE,VISTA,DRIVE,0.195928753,0.086513995,0.20610687,0.318066158,0.763358779,0.193384224,0.951530612,0.442307692,0.490384615,0.144230769,0,0.346405229,0.60130719,1,0,0,0.674157303,0.258426966,1011,0,0,0.924308404,0.075691596,0,0,non-Intersection,0,0,0,0,0
8533,MAIN NEERIM ROAD,MAIN NEERIM,ROAD,0.177606178,0.094594595,0.17953668,0.281853282,0.785714286,0.266409266,0.920849421,0.493150685,0.349315068,0.095890411,0,0.274611399,0.668393782,0.934065934,0.049450549,0.016483516,0.641509434,0.405660377,998,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
6403,WESTERN PARK DRIVE,WESTERN PARK,DRIVE,0.171355499,0.138107417,0.265984655,0.271099744,0.805626598,,0.893670886,0.393939394,0.262626263,0.303030303,0.107142857,0.422619048,0.446428571,0.911949686,0.062893082,0.025157233,0.487012987,0.506493506,863,0,0,1,0,0,3,Intersection,0,0,0,0,0
6942,CENTENARY DRIVE,CENTENARY,DRIVE,0.131004367,0.161572052,0.19650655,0.248908297,0.820960699,0.262008734,0.888888889,0.421875,0.46875,0.125,0,0.360465116,0.639534884,1,0,0,0.673913043,0.326086957,999,0,0,0.898770701,0,0.101229299,0,non-Intersection,0,0,0,0,0
4818,SEBASTOPOL-SMYTHESDALE ROAD,SEBASTOPOL-SMYTHESDALE,ROAD,0.217726397,0.138728324,0.225433526,0.333333333,0.728323699,0.08477842,0.912959381,0.284722222,0.583333333,0.076388889,0,0.2,0.764705882,1,0,0,0.601503759,0.421052632,1009,0,0,0,0,0.519811092,0,non-Intersection,0,0,0,0,0
2858,BAMBRA ROAD,BAMBRA,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
1993,MESSMATE ROAD,MESSMATE,ROAD,0.279136691,0.075539568,0.325179856,0.178417266,0.68705036,0.141726619,0.901675164,0.324929972,0.529411765,0.140056022,0.021126761,0.241784038,0.711267606,0.941176471,0.051764706,0,0.756756757,0.224165342,1082,0,0,0.789701426,0,0.210298574,0,non-Intersection,0,0,0,0,0
9041,DOCTORS ROAD,DOCTORS,ROAD,0.266978923,0.131147541,0.203747073,0.337236534,0.679156909,0.06088993,0.9342723,0.367521368,0.52991453,0.034188034,0,0.142857143,0.812030075,1,0,0,0.601941748,0.393203883,1010,0,0,0.101793294,0.898206706,0,0,non-Intersection,0,0,0,0,0
1289,BURROWS ROAD,BURROWS,ROAD,0.24,0.148235294,0.188235294,0.310588235,0.701176471,0.112941176,0.916666667,0.310344828,0.49137931,0.129310345,0,0.104477612,0.835820896,0.976,0,0.024,0.548076923,0.370192308,1008,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
4295,REEF STREET,REEF,STREET,0.151162791,0.065116279,0.234883721,0.313953488,0.830232558,0.234883721,0.859410431,0.532110092,0.275229358,0.220183486,0.023391813,0.409356725,0.502923977,0.920454545,0.079545455,0,0.767045455,0.238636364,965,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
3780,ALSOP STREET,ALSOP,STREET,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0,0,0.955881885,0.044118115,0,0,non-Intersection,0,0,0,0,0
6814,LOCH STREET,LOCH,STREET,0.179954442,0.123006834,0.184510251,0.309794989,0.792710706,0.202733485,0.893023256,0.432692308,0.394230769,0.153846154,0.058479532,0.34502924,0.543859649,0.894117647,0.088235294,0,0.668539326,0.286516854,917,0.2056804,0,0.7943196,0,0,6,Intersection,0,0,0,0,1
206,PYKES CREEK ROAD,PYKES CREEK,ROAD,0.144846797,0.13091922,0.208913649,0.348189415,0.816155989,0.167130919,0.880813953,0.456521739,0.423913043,0.054347826,0,0.12173913,0.852173913,1,0,0,0.691542289,0.268656716,1042,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6958,BULL SWAMP ROAD,BULL SWAMP,ROAD,0.168341709,0.133165829,0.231155779,0.309045226,0.793969849,0.158291457,0.928395062,0.451923077,0.471153846,0.057692308,0,0.171875,0.796875,1,0,0,0.637554585,0.31441048,1026,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
706,DONNELLYS CREEK ROAD,DONNELLYS CREEK,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950069613,0,0,non-Intersection,0,0,0,0,0
5898,NEWELL ROAD,NEWELL,ROAD,0.121495327,0.130841121,0.23364486,0.392523364,0.794392523,0.121495327,0.936363636,0.285714286,0.785714286,0.142857143,0,0.142857143,0.857142857,1,0,0,0.559322034,0.423728814,934,0,0,0,0,0.184575632,0,non-Intersection,0,0,0,0,0
9776,KEARCES ROAD,KEARCES,ROAD,0.202531646,0.06835443,0.192405063,0.387341772,0.774683544,0.149367089,0.936061381,0.426086957,0.408695652,0.156521739,0,0.119402985,0.828358209,1,0,0,0.573604061,0.350253807,1019,0,0,0,1,0,0,non-Intersection,0,0,0,0,0
3789,SMITH STREET,SMITH,STREET,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0,0,0.945480335,0.054217265,0,3,non-Intersection,0,0,0,0,0
6888,CONTINGENT STREET,CONTINGENT,STREET,0.184549356,0.107296137,0.193133047,0.309012876,0.768240343,0.206008584,0.862745098,0.439393939,0.272727273,0.212121212,0.053571429,0.4375,0.4375,0.711711712,0.09009009,0.198198198,0.483870968,0.419354839,926,0.810084738,0,0.189257413,0.000657849,0,7,Intersection,0,0,0,1,1
4304,CAPE PATERSON-INVERLOCH ROAD,CAPE PATERSON-INVERLOCH,ROAD,0.163701068,0.106761566,0.170818505,0.352313167,0.779359431,0.206405694,0.927536232,0.443037975,0.405063291,0.101265823,0,0.106382979,0.829787234,1,0,0,0.725925926,0.281481481,1060,0,0,0.401437815,0.274061791,0.324500395,0,non-Intersection,0,0,0,0,0
4116,ULLATHORNES ROAD,ULLATHORNES,ROAD,0.242990654,0.06141522,0.230974633,0.189586115,0.723631509,0.275033378,0.906504065,0.436781609,0.436781609,0.114942529,0.014018692,0.313084112,0.658878505,0.968181818,0.031818182,0,0.712643678,0.256704981,1024,0,0,0.359455356,0,0.640544644,0,non-Intersection,0,0,0,0,0
2601,RETREAT ROAD,RETREAT,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0,1,0,0,non-Intersection,0,0,0,0,0
8538,GURDIES-ST HELIER ROAD,GURDIES-ST HELIER,ROAD,0.162995595,0.077092511,0.162995595,0.332599119,0.806167401,0.264317181,0.892134831,0.513043478,0.330434783,0.104347826,0.016949153,0.288135593,0.655367232,0.937142857,0.045714286,0,0.648044693,0.407821229,946,0,0,0.558686538,0,0.441313462,0,non-Intersection,0,0,0,0,0
1853,MCCANNS ROAD,MCCANNS,ROAD,0.169411765,0.138823529,0.195294118,0.336470588,0.785882353,0.16,0.928229665,0.35042735,0.521367521,0.051282051,0,0.048780488,0.926829268,1,0,0,0.740088106,0.242290749,1099,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
4490,WESTCOTTS ROAD,WESTCOTTS,ROAD,0.175977654,0.125698324,0.187150838,0.337988827,0.790502793,0.173184358,0.884057971,0.34375,0.4375,0.15625,0,0.163934426,0.81147541,0.974137931,0,0.025862069,0.619565217,0.380434783,997,0,0,0.152757296,0,0.847242704,0,non-Intersection,0,0,0,0,0
8279,INVERLOCH-VENUS BAY ROAD,INVERLOCH-VENUS BAY,ROAD,0.185344828,0.056034483,0.146551724,0.400862069,0.797413793,0.211206897,0.929460581,0.61971831,0.422535211,0.084507042,0.03125,0.125,0.84375,0.965517241,0,0,0.741666667,0.216666667,1043,0,0,0.15605151,0,0.84394849,0,non-Intersection,0,0,0,1,0
2897,BERTHON STREET,BERTHON,STREET,0.15037594,0.067669173,0.145363409,0.395989975,0.819548872,0.240601504,0.874371859,0.605769231,0.259615385,0.125,0.025,0.4625,0.4625,0.97515528,0,0,0.787096774,0.232258065,1041,0,0,1,0,0,0,non-Intersection,0,0,0,1,0
9571,FERNDALE-STRZELECKI ROAD,FERNDALE-STRZELECKI,ROAD,0.2075,0.0825,0.235,0.34,0.7575,0.135,0.932816537,0.438095238,0.447619048,0.095238095,0,0.125925926,0.837037037,1,0,0,0.705,0.275,1036,0,0,0,0,1,0,non-Intersection,0,0,0,1,0
7877,VENTNOR ROAD,VENTNOR,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,0.539158217,0,0.460841783,0,non-Intersection,0,0,0,0,0
5950,SAND ROAD,SAND,ROAD,0.209150327,0.104575163,0.235294118,0.300653595,0.758169935,0.150326797,0.949832776,0.436781609,0.505747126,0.08045977,0,0.202020202,0.797979798,1,0,0,0.597402597,0.331168831,1023,0,0,0,0,0.534544358,0,non-Intersection,0,0,0,0,0
8668,CUTTY SARK ROAD,CUTTY SARK,ROAD,0.140311804,0.06013363,0.182628062,0.258351893,0.846325167,0.35857461,0.871264368,0.548672566,0.203539823,0.203539823,0.066666667,0.420512821,0.461538462,0.979487179,0,0.020512821,0.552380952,0.466666667,846,0,0,0.716017912,0,0.283982088,0,non-Intersection,0,0,0,0,0
1276,LONIES ROAD,LONIES,ROAD,0.200557103,0.114206128,0.245125348,0.281337047,0.740947075,0.158774373,0.954285714,0.36,0.51,0.12,0,0.134920635,0.841269841,0.976377953,0,0,0.677966102,0.310734463,1016,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6483,MAIN SOUTH ROAD,MAIN SOUTH,ROAD,0.192771084,0.090361446,0.219879518,0.307228916,0.765060241,0.189759036,0.888217523,0.436781609,0.528735632,0.034482759,0,0.132075472,0.867924528,1,0,0,0.609271523,0.390728477,1003,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
7779,WILLOW GROVE ROAD,WILLOW GROVE,ROAD,0.097959184,0.102040816,0.171428571,0.444897959,0.873469388,0.183673469,0.870588235,0.518518519,0.320987654,0.172839506,0.03125,0.135416667,0.833333333,1,0,0,0.611570248,0.438016529,974,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6581,VICTORIA STREET,VICTORIA,STREET,0.126914661,0.09190372,0.231947484,0.256017505,0.84463895,0.29321663,0.876623377,0.508928571,0.339285714,0.160714286,0.097087379,0.446601942,0.398058252,0.626213592,0.169902913,0.189320388,0.734375,0.286458333,1000,0.906700465,0,0,0,0,14,non-Intersection,1,0,0,0,1
9869,TOORAK ROAD,TOORAK,ROAD,0.184381779,0.082429501,0.212581345,0.301518438,0.765726681,0.219088937,0.920529801,0.551181102,0.37007874,0.11023622,0,0.37654321,0.604938272,1,0,0,0.706185567,0.237113402,1050,0,0,0.884582966,0,0.115417034,0,non-Intersection,0,0,0,1,0
3447,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.121794872,0.102564103,0.16025641,0.365384615,0.878205128,0.25,0.882352941,0.609756098,0.341463415,0,0,0.230769231,0.769230769,1,0,0,0.739130435,0.231884058,1048,0,0,0.51720407,0,0.48279593,0,Intersection,0,0,0,1,0
5474,OLD FUMINA ROAD,OLD FUMINA,ROAD,0.199115044,0.088495575,0.181415929,0.376106195,0.761061947,0.154867257,0.852941176,0.5,0.287878788,0.060606061,0,0.231707317,0.768292683,1,0,0,0.710743802,0.314049587,1047,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
7771,HOWITT STREET,HOWITT,STREET,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0,0,0.211920533,0.788079467,0,0,Intersection,0,0,0,0,0
6174,SINCLAIR STREET,SINCLAIR,STREET,0.038348083,0.109144543,0.100294985,0.233038348,0.92920354,0.519174041,0.890804598,0.576923077,0.217948718,0.128205128,0.147058824,0.553921569,0.245098039,0.497536946,0.192118227,0.310344828,0.604395604,0.32967033,877,0.358965373,0,0.544087559,0,0,2,non-Intersection,0,1,0,0,1
5905,SPILLWAY ROAD,SPILLWAY,ROAD,0.212307692,0.104615385,0.187692308,0.378461538,0.741538462,0.116923077,0.972560976,0.494949495,0.494949495,0.080808081,0,0.120689655,0.853448276,1,0,0,0.652694611,0.317365269,1047,0,0,0,0,1,0,Intersection,0,0,0,0,0
7457,ALLISON ROAD,ALLISON,ROAD,0.205949657,0.125858124,0.215102975,0.318077803,0.750572082,0.135011442,0.891705069,0.398305085,0.5,0.093220339,0.020689655,0.172413793,0.786206897,1,0,0,0.548387097,0.437788018,978,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6605,QUEEN STREET,QUEEN,STREET,0.144638404,0.092269327,0.19201995,0.289276808,0.835411471,0.281795511,0.874680307,0.432692308,0.346153846,0.163461538,0.114457831,0.415662651,0.427710843,0.759036145,0.090361446,0.114457831,0.644444444,0.355555556,984,0.729627288,0.14197684,0.041621945,0,0,2,Intersection,0,0,0,0,0
279,PENTLAND HILLS ROAD,PENTLAND HILLS,ROAD,0.120943953,0.147492625,0.18879056,0.351032448,0.814159292,0.191740413,0.902439024,0.422680412,0.505154639,0.051546392,0,0.117647059,0.852941176,0.96460177,0.03539823,0,0.614906832,0.366459627,1017,0,0,0,0,1,0,Intersection,0,0,0,0,0
3769,CAREW STREET,CAREW,STREET,0.157434402,0.069970845,0.244897959,0.294460641,0.781341108,0.233236152,0.902654867,0.557894737,0.368421053,0.126315789,0.034722222,0.375,0.569444444,0.952054795,0.02739726,0,0.646616541,0.353383459,986,0.26829831,0,0.71788893,0,0.01381276,2,non-Intersection,0,0,0,0,0
6243,CALWAY STREET,CALWAY,STREET,0.248285322,0.104252401,0.268861454,0.205761317,0.721536351,0.172839506,0.884507042,0.410526316,0.463157895,0.142105263,0.012765957,0.30212766,0.634042553,0.956521739,0.017391304,0.026086957,0.636363636,0.336700337,993,0,0,0.753346963,0.018838468,0.227814569,0,non-Intersection,0,0,0,0,0
2915,MCHAFFIE DRIVE,MCHAFFIE,DRIVE,0.125842697,0.080898876,0.193258427,0.269662921,0.842696629,0.330337079,0.866359447,0.576923077,0.269230769,0.125,0.053571429,0.398809524,0.511904762,0.982248521,0.017751479,0,0.605633803,0.394366197,926,0,0,0.82467397,0.17532603,0,0,non-Intersection,0,0,0,0,0
1044,COLAC-BALLARAT ROAD,COLAC-BALLARAT,ROAD,0.204508857,0.098228663,0.198067633,0.336553945,0.7568438,0.162640902,0.957841484,0.441860465,0.406976744,0.13372093,0.021459227,0.188841202,0.74248927,1,0,0,0.570281124,0.37751004,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
2098,ZEALLY BAY ROAD,ZEALLY BAY,ROAD,0.151282051,0.097435897,0.28974359,0.28974359,0.825641026,0.171794872,0.817948718,0.510204082,0.285714286,0.153061224,0.069620253,0.430379747,0.474683544,0.467105263,0.453947368,0.078947368,0.704301075,0.241935484,1011,0.264620923,0,0.396529983,0.338849094,0,9,Intersection,1,0,0,0,0
7484,PRYOR ROAD,PRYOR,ROAD,0.192771084,0.090361446,0.219879518,0.307228916,0.765060241,0.189759036,0.888217523,0.436781609,0.528735632,0.034482759,0,0.132075472,0.867924528,1,0,0,0.609271523,0.390728477,1003,0,0,0.389401845,0,0.610598155,0,non-Intersection,0,0,0,0,0
4044,HAGELTHORN STREET,HAGELTHORN,STREET,0.203174603,0.112698413,0.196825397,0.307936508,0.752380952,0.179365079,0.86977492,0.416666667,0.403846154,0.173076923,0.062761506,0.338912134,0.552301255,0.928270042,0.025316456,0,0.57079646,0.442477876,895,0,0,1,0,0,0,Intersection,0,0,0,0,0
